1906.020, 1535.000
42.417, 1534.767
1695.003, 1534.405
526.402, 1534.405
1414.805, 1533.804
266.222, 1532.762
557.118, 1532.209
1661.660, 1529.815
1385.208, 1531.432
1867.754, 1528.228
83.834, 1527.203
1355.753, 1528.717
617.654, 1527.243
301.643, 1527.732
587.596, 1529.562
1326.729, 1526.377
1628.731, 1525.229
1297.811, 1524.454
1830.792, 1522.000
647.411, 1524.863
2020.280, 1521.611
792.000, 1521.000
336.097, 1523.066
1596.591, 1521.002
676.873, 1522.896
1269.192, 1522.560
706.008, 1521.264
123.703, 1520.481
1240.666, 1520.748
735.035, 1519.540
370.008, 1518.624
1794.000, 1516.000
1212.337, 1519.262
1184.133, 1518.063
763.751, 1518.219
1564.776, 1516.793
1155.995, 1516.794
820.674, 1515.811
792.290, 1516.951
764.000, 1514.000
1978.661, 1513.618
1128.054, 1515.911
1533.488, 1513.229
1072.289, 1514.585
1016.625, 1513.653
960.947, 1513.683
876.990, 1514.456
848.984, 1515.099
403.003, 1514.751
162.360, 1513.903
905.080, 1513.784
1100.095, 1514.946
988.848, 1513.532
933.056, 1513.570
1759.160, 1510.397
1044.448, 1513.786
435.508, 1510.943
1502.711, 1509.833
199.941, 1508.188
1938.547, 1506.000
467.468, 1507.506
1472.319, 1506.579
8.745, 1504.709
1724.447, 1505.004
498.859, 1504.447
1442.296, 1503.910
236.484, 1502.675
529.861, 1501.473
1690.660, 1500.042
1412.621, 1500.880
1899.795, 1499.159
1383.099, 1498.350
560.493, 1498.777
272.062, 1497.666
50.870, 1497.451
1657.575, 1495.579
590.638, 1496.500
1353.976, 1496.049
1861.895, 1492.756
620.485, 1494.052
306.812, 1492.861
1325.081, 1493.951
679.000, 1490.761
650.002, 1492.097
91.606, 1490.546
1625.003, 1491.232
1296.389, 1491.982
1239.615, 1488.724
708.363, 1488.616
1267.954, 1490.106
341.157, 1488.591
1825.091, 1486.813
1593.000, 1487.237
737.030, 1487.236
1211.523, 1487.165
131.000, 1484.000
2012.620, 1484.668
374.725, 1484.546
1561.592, 1483.767
1155.490, 1484.897
1127.749, 1483.896
1183.414, 1485.969
1072.192, 1482.673
1044.604, 1482.122
793.967, 1484.682
1099.921, 1483.447
961.647, 1481.352
822.124, 1483.735
765.550, 1485.778
1789.213, 1480.975
1530.690, 1480.246
989.268, 1481.431
878.152, 1482.281
850.244, 1482.906
1016.923, 1481.680
933.943, 1481.329
906.034, 1481.974
407.526, 1480.665
1971.789, 1477.366
169.188, 1478.372
1754.315, 1475.748
439.712, 1477.324
1499.957, 1477.112
471.386, 1474.089
1469.787, 1473.830
206.378, 1472.814
1932.000, 1470.000
1439.995, 1471.218
1720.121, 1470.965
502.557, 1471.139
17.146, 1467.953
533.314, 1468.174
242.250, 1467.839
1410.466, 1468.514
1381.354, 1466.222
1686.553, 1466.194
1893.678, 1463.874
1352.398, 1463.799
593.624, 1463.744
563.624, 1465.869
277.746, 1462.995
1653.617, 1462.018
1323.567, 1461.889
58.703, 1461.186
623.206, 1461.486
1856.293, 1457.788
