518.000, 538.714
246.962, 538.731
42.751, 538.750
33.000, 538.750
713.444, 538.333
703.500, 538.000
527.000, 538.429
509.000, 538.463
500.043, 538.355
491.426, 538.511
483.000, 538.489
474.000, 538.299
465.000, 538.113
456.019, 538.019
447.547, 538.000
439.000, 538.000
430.000, 537.976
421.207, 537.962
413.000, 538.000
404.000, 538.000
395.000, 538.000
386.547, 538.000
360.228, 537.959
352.000, 538.000
343.000, 538.000
334.019, 538.000
325.981, 538.000
317.000, 538.000
308.000, 538.000
299.164, 538.368
291.000, 538.439
282.000, 538.439
273.000, 538.531
264.000, 538.439
255.000, 538.439
238.000, 538.387
229.000, 538.083
52.500, 538.000
693.913, 537.478
684.000, 537.000
378.000, 537.728
369.000, 537.819
72.000, 537.000
62.000, 537.638
674.000, 536.000
664.602, 536.000
101.000, 536.000
91.000, 536.000
81.700, 536.500
655.000, 535.021
645.453, 535.000
110.000, 535.000
636.021, 534.021
627.000, 534.000
617.812, 533.750
138.031, 534.000
129.000, 534.000
119.638, 534.638
608.249, 533.000
599.000, 533.000
166.000, 533.000
157.000, 533.000
147.636, 533.183
590.000, 532.299
581.000, 532.000
571.999, 531.999
184.000, 532.000
175.000, 532.199
3.000, 532.000
562.800, 531.500
553.638, 531.000
545.001, 531.001
536.000, 531.000
220.000, 531.000
211.001, 531.001
202.000, 531.181
193.000, 531.638
23.000, 531.000
13.000, 531.000
527.000, 530.602
518.000, 530.021
509.000, 529.980
499.999, 529.999
491.019, 530.000
273.000, 529.981
264.500, 530.000
255.980, 530.000
247.000, 530.000
238.000, 530.181
229.000, 530.272
33.000, 530.000
713.000, 529.000
482.353, 529.041
474.000, 529.181
465.000, 529.000
456.019, 529.019
447.453, 529.000
439.000, 529.000
430.000, 529.000
421.181, 529.000
413.000, 529.001
404.000, 529.000
378.000, 528.981
369.001, 529.001
360.228, 528.959
352.000, 529.000
343.001, 529.001
334.021, 529.000
326.000, 529.000
317.000, 529.000
308.000, 529.000
299.772, 529.041
291.000, 529.000
282.000, 529.272
53.000, 529.000
43.000, 529.000
703.000, 528.500
693.000, 528.000
395.041, 528.668
386.727, 528.273
63.000, 528.000
683.316, 527.290
674.000, 527.000
92.000, 527.000
82.000, 527.000
72.779, 527.779
664.000, 526.334
654.779, 526.000
111.000, 526.000
101.000, 526.000
636.000, 525.000
291.000, 525.000
129.271, 525.000
120.000, 525.021
626.181, 524.819
617.000, 524.334
607.999, 523.999
157.000, 524.000
147.999, 523.999
139.000, 524.638
599.000, 523.362
589.602, 523.000
580.019, 523.000
184.668, 523.000
175.199, 523.000
166.000, 523.362
571.059, 522.078
562.021, 522.021
553.181, 522.000
544.207, 521.962
220.019, 522.000
211.272, 522.000
202.600, 522.201
193.636, 522.273
14.000, 522.000
4.000, 522.000
535.078, 521.059
526.668, 521.041
518.000, 521.000
509.000, 521.000
500.000, 521.000
265.000, 521.000
256.000, 521.000
247.000, 521.000
238.000, 521.000
229.000, 521.299
24.000, 521.000
491.000, 520.299
482.398, 520.199
474.000, 520.021
465.000, 520.000
456.000, 520.000
447.602, 520.000
439.000, 520.000
429.999, 519.999
421.019, 520.000
413.000, 520.000
404.000, 519.980
395.019, 520.000
377.999, 519.999
369.000, 520.000
360.647, 519.959
352.000, 519.979
343.000, 520.000
334.701, 520.000
325.999, 519.999
317.000, 520.000
308.272, 520.000
300.000, 519.980
291.000, 520.000
282.000, 520.272
273.272, 520.819
44.000, 520.000
34.000, 520.445
712.000, 519.500
702.375, 519.000
386.698, 519.814
