714.000, 538.750
641.000, 538.750
539.000, 538.750
524.333, 538.750
510.943, 538.778
240.000, 538.750
233.000, 538.750
219.000, 538.750
212.000, 538.750
103.000, 538.750
31.500, 538.000
23.000, 538.750
633.047, 538.047
626.000, 538.000
517.545, 538.409
503.545, 538.409
496.584, 538.125
490.000, 538.000
483.000, 538.000
476.000, 538.000
469.000, 538.000
274.000, 537.939
267.000, 538.000
260.000, 538.000
253.286, 538.214
246.545, 538.409
226.000, 538.529
118.000, 538.000
110.433, 538.368
705.000, 537.500
697.000, 537.000
618.000, 537.500
610.500, 537.000
462.251, 537.186
455.500, 537.000
449.000, 537.000
442.000, 537.000
435.047, 537.000
328.000, 537.000
321.000, 537.000
315.000, 537.000
308.000, 537.000
301.000, 537.000
294.000, 537.000
287.353, 537.332
281.000, 537.600
133.000, 537.000
125.085, 537.522
40.000, 537.061
603.000, 536.372
596.000, 536.000
428.667, 536.667
422.000, 536.500
415.000, 536.427
408.500, 536.500
402.000, 536.061
395.000, 536.201
388.000, 536.036
381.600, 536.200
375.000, 536.032
368.000, 536.000
361.458, 536.437
355.000, 536.372
348.000, 536.427
341.333, 536.333
334.800, 536.599
148.000, 536.000
140.186, 536.251
56.000, 536.000
48.000, 536.000
588.333, 535.333
581.000, 535.000
162.000, 535.000
155.000, 535.500
672.000, 534.000
574.000, 534.372
566.964, 534.000
184.000, 534.000
177.000, 534.000
169.600, 534.600
72.047, 534.000
664.000, 533.061
559.427, 533.427
552.353, 533.332
545.333, 533.000
205.000, 533.000
198.000, 533.000
191.000, 533.500
88.000, 533.000
656.000, 532.598
648.000, 532.036
538.000, 532.402
531.000, 532.500
524.000, 532.000
517.000, 532.000
510.500, 532.000
233.000, 532.000
226.000, 532.000
219.000, 532.032
212.000, 532.573
96.000, 532.000
15.000, 532.000
640.047, 531.047
632.600, 531.000
503.047, 531.047
496.333, 531.000
489.500, 531.000
483.000, 531.000
260.500, 531.000
254.000, 531.000
247.000, 531.026
240.000, 531.500
118.500, 531.000
111.000, 531.000
103.500, 531.500
24.000, 531.000
704.000, 530.000
625.000, 530.500
476.000, 530.500
469.000, 530.000
462.000, 530.000
455.500, 530.000
449.000, 530.000
314.916, 529.889
301.000, 530.000
294.334, 530.000
288.000, 530.000
281.000, 530.250
274.000, 530.667
267.000, 530.500
133.884, 529.846
126.000, 530.000
32.082, 530.082
696.000, 529.000
617.667, 529.667
610.000, 529.333
603.000, 529.000
442.000, 529.598
435.000, 529.600
428.522, 529.085
422.000, 529.298
415.000, 529.298
408.333, 529.167
401.614, 529.000
395.000, 529.000
388.000, 529.000
381.600, 529.000
375.000, 529.000
368.000, 529.000
361.500, 529.000
355.000, 529.000
348.000, 529.000
341.500, 529.166
335.000, 529.047
328.000, 529.400
321.201, 529.498
308.000, 529.667
148.000, 529.000
141.000, 529.000
49.000, 529.000
41.000, 529.500
687.939, 528.000
595.500, 528.250
588.000, 528.000
163.000, 528.000
155.667, 528.000
57.000, 528.000
679.061, 527.000
671.000, 526.939
580.750, 527.500
573.500, 527.000
566.144, 526.856
177.000, 527.000
170.000, 527.402
73.000, 527.000
65.000, 527.000
663.000, 526.000
559.000, 526.500
552.000, 526.000
198.333, 526.000
191.047, 526.047
184.000, 526.667
89.000, 525.918
81.000, 526.000
655.000, 525.000
545.000, 525.573
538.000, 525.500
531.000, 525.000
226.032, 525.000
219.000, 525.000
212.298, 525.298
205.400, 525.600
96.571, 524.928
7.061, 525.000
647.522, 524.085
640.000, 524.000
524.000, 524.799
517.000, 524.417
510.000, 524.298
503.000, 524.000
496.000, 524.000
254.000, 524.000
247.000, 524.000
240.000, 524.047
233.000, 524.427
104.000, 524.000
25.000, 524.000
16.000, 524.000
632.000, 523.061
625.000, 523.000
489.250, 523.500
482.563, 523.542
475.600, 523.200
469.000, 523.000
462.000, 523.000
315.000, 523.000
301.000, 523.000
294.964, 523.000
288.000, 523.000
281.000, 523.000
274.000, 523.047
267.600, 523.600
261.000, 523.461
119.000, 523.000
111.750, 523.500
617.000, 522.333
610.000, 522.000
455.375, 522.625
448.500, 522.500
442.000, 522.417
435.000, 522.427
428.333, 522.167
421.702, 522.201
415.000, 522.000
408.000, 522.000
401.600, 522.000
395.000, 522.000
388.000, 522.000
381.500, 522.000
375.000, 522.000
368.000, 522.000
361.600, 522.000
355.000, 522.000
348.000, 522.000
341.417, 522.000
335.000, 522.000
328.000, 522.000
321.361, 522.207
308.000, 522.500
141.402, 522.000
134.000, 522.000
127.000, 522.628
42.000, 522.000
695.000, 521.000
602.000, 521.333
595.000, 521.000
156.000, 521.000
149.000, 521.000
50.000, 521.000
686.939, 520.000
679.000, 520.000
587.372, 520.372
580.047, 520.000
177.621, 519.966
170.372, 520.000
163.000, 520.400
66.000, 520.000
58.000, 520.000
671.000, 519.000
573.000, 519.715
566.000, 519.427
192.000, 519.000
185.000, 519.400
74.000, 519.000
662.047, 518.000
655.000, 517.939
551.500, 518.500
544.445, 518.420
537.427, 518.000
220.000, 518.000
213.000, 518.000
206.000, 518.372
199.000, 518.667
89.061, 518.000
81.946, 518.555
9.000, 518.000
0.213, 518.074
647.000, 517.000
530.637, 517.668
523.458, 517.437
516.713, 517.428
509.666, 517.000
503.000, 517.000
254.000, 517.000
247.000, 517.000
240.250, 517.000
233.667, 517.333
227.000, 517.500
105.000, 517.000
97.000, 517.061
17.000, 517.000
639.000, 516.402
632.000, 516.000
496.000, 516.583
489.000, 516.500
